filename	language	family	reference_ipa
austronesian_ilo_030.wav	Ilocano	Austronesian	s u l i t
austronesian_ilo_031.wav	Ilocano	Austronesian	r ɑ s ɑ
austronesian_ilo_032.wav	Ilocano	Austronesian	r ɑ s i
austronesian_ilo_033.wav	Ilocano	Austronesian	r ɑ p ɑ s
austronesian_ilo_034.wav	Ilocano	Austronesian	r ɑ p i s
austronesian_ilo_035.wav	Ilocano	Austronesian	m ɑ t ɑ
austronesian_ilo_036.wav	Ilocano	Austronesian	l ɑ m ɑ ɯ
austronesian_ilo_037.wav	Ilocano	Austronesian	n ɑ m ɑ n
austronesian_ilo_038.wav	Ilocano	Austronesian	l ɑ n ɑ
austronesian_ilo_039.wav	Ilocano	Austronesian	s ɑ r t i n
austronesian_ilo_040.wav	Ilocano	Austronesian	ŋ ɑ t ɑ
austronesian_pam_001.wav	Kapampangan	Austronesian	pʰ a h
austronesian_pam_002.wav	Kapampangan	Austronesian	b a h
austronesian_pam_003.wav	Kapampangan	Austronesian	m a t a ʔ
austronesian_pam_004.wav	Kapampangan	Austronesian	t a b a l u ʔ
austronesian_pam_005.wav	Kapampangan	Austronesian	d a̝
austronesian_pam_006.wav	Kapampangan	Austronesian	s a b o
austronesian_pam_007.wav	Kapampangan	Austronesian	n a ʔ
austronesian_pam_008.wav	Kapampangan	Austronesian	l a b a ʔ a ʔ
austronesian_pam_009.wav	Kapampangan	Austronesian	r a
austronesian_pam_010.wav	Kapampangan	Austronesian	t͡ʃ a ʔ
austronesian_pam_011.wav	Kapampangan	Austronesian	d͡ʒ a ʔ
austronesian_pam_012.wav	Kapampangan	Austronesian	kʰ a b a j u ʔ
austronesian_pam_013.wav	Kapampangan	Austronesian	ɡ a b a k
austronesian_pam_014.wav	Kapampangan	Austronesian	ŋ a
austronesian_pam_015.wav	Kapampangan	Austronesian	a ʔ p ɪ a ʔ p ɪ
austronesian_pam_016.wav	Kapampangan	Austronesian	ʔ a̝ t r a s
austronesian_pam_017.wav	Kapampangan	Austronesian	w a
austronesian_pam_018.wav	Kapampangan	Austronesian	j a n ə m a n
austronesian_pam_019.wav	Kapampangan	Austronesian	ʔ t a ʔ p
austronesian_pam_020.wav	Kapampangan	Austronesian	ʔ tʰ a ʔ b
austronesian_pam_021.wav	Kapampangan	Austronesian	ʔ a ʔ n a m
austronesian_pam_022.wav	Kapampangan	Austronesian	b a l̠ a t
austronesian_pam_023.wav	Kapampangan	Austronesian	a ɡ a̝ ʔ d
austronesian_pam_024.wav	Kapampangan	Austronesian	b a k a s
austronesian_pam_025.wav	Kapampangan	Austronesian	ʔ a s ʌ n
austronesian_pam_026.wav	Kapampangan	Austronesian	b a k a l
austronesian_pam_027.wav	Kapampangan	Austronesian	s i p
austronesian_pam_028.wav	Kapampangan	Austronesian	s a n w ɪ t͡ʃ
austronesian_pam_029.wav	Kapampangan	Austronesian	b a k b a k
austronesian_pam_030.wav	Kapampangan	Austronesian	b ə l ʌ ʔ ɡ
austronesian_pam_031.wav	Kapampangan	Austronesian	b a l ə kʰ ʌ ŋ
austronesian_pam_032.wav	Kapampangan	Austronesian	b aː
austronesian_pam_033.wav	Kapampangan	Austronesian	b a ɡ a ʔ
austronesian_pam_034.wav	Kapampangan	Austronesian	b a n̠ a ʔ a ʊ
austronesian_pam_035.wav	Kapampangan	Austronesian	kʰ ɔ ɪ j
austronesian_pam_036.wav	Kapampangan	Austronesian	ʔ i p u̞ s
austronesian_pam_037.wav	Kapampangan	Austronesian	ʔ e̞ b u n
austronesian_pam_038.wav	Kapampangan	Austronesian	ʔ a p ʊ ʔ
austronesian_pam_039.wav	Kapampangan	Austronesian	ʔ o̞ p ʊ ʔ
austronesian_pam_040.wav	Kapampangan	Austronesian	ʔ u b ʊ ɡ ʔ
uralic_hun_001.wav	Hungarian	Uralic	p øː r ɛ
uralic_hun_002.wav	Hungarian	Uralic	b øː r ɛ
uralic_hun_003.wav	Hungarian	Uralic	t øː r ɛ
uralic_hun_004.wav	Hungarian	Uralic	d øː r ɛ
uralic_hun_005.wav	Hungarian	Uralic	k øː r ɛ
uralic_hun_006.wav	Hungarian	Uralic	ɡ øː ɡ r ɛ
uralic_hun_007.wav	Hungarian	Uralic	ɛ t s ɛ tʰ
uralic_hun_008.wav	Hungarian	Uralic	ɛ d z e tʰː
uralic_hun_009.wav	Hungarian	Uralic	t͡ʃ ɛ m p ɛ
uralic_hun_010.wav	Hungarian	Uralic	d͡ʒ ɛ m
uralic_hun_011.wav	Hungarian	Uralic	f øː
uralic_hun_012.wav	Hungarian	Uralic	v øː
uralic_hun_013.wav	Hungarian	Uralic	s øː
uralic_hun_014.wav	Hungarian	Uralic	z ø m
uralic_hun_015.wav	Hungarian	Uralic	ʒ ø m b eː kʰ
uralic_hun_016.wav	Hungarian	Uralic	ʃ øː tʰ
uralic_hun_017.wav	Hungarian	Uralic	h øː
uralic_hun_018.wav	Hungarian	Uralic	m ø ɡ eː
uralic_hun_019.wav	Hungarian	Uralic	n øː
uralic_hun_020.wav	Hungarian	Uralic	j ø n
uralic_hun_021.wav	Hungarian	Uralic	øː r j ø ŋ ɡ
uralic_hun_022.wav	Hungarian	Uralic	l øː
uralic_hun_023.wav	Hungarian	Uralic	j ø n
uralic_hun_024.wav	Hungarian	Uralic	ɔ c ɔ
uralic_hun_025.wav	Hungarian	Uralic	ɔ ɟ ɔ
uralic_hun_026.wav	Hungarian	Uralic	ɔ ɲ ɔ
uralic_hun_027.wav	Hungarian	Uralic	ɔ j ɔ ʃ
uralic_hun_028.wav	Hungarian	Uralic	c uː kʰ
uralic_hun_029.wav	Hungarian	Uralic	ɲ uː j tʰ
uralic_hun_030.wav	Hungarian	Uralic	j u kʰ
uralic_hun_031.wav	Hungarian	Uralic	r o m o kʰ
uralic_hun_032.wav	Hungarian	Uralic	r o mː ɛ l
uralic_hun_033.wav	Hungarian	Uralic	k eː p ɛ n
uralic_hun_034.wav	Hungarian	Uralic	k eː pː ɛː n
uralic_hun_035.wav	Hungarian	Uralic	k eː pʰ
uralic_hun_036.wav	Hungarian	Uralic	k eː pʰː
uralic_hun_037.wav	Hungarian	Uralic	ɛ b ɛ
uralic_hun_038.wav	Hungarian	Uralic	ɛ bː ɛ
uralic_hun_039.wav	Hungarian	Uralic	k eː k eː b
uralic_hun_040.wav	Hungarian	Uralic	k eː k eː bː
uralic_fin_001.wav	Finnish	Uralic	p u o l a
uralic_fin_002.wav	Finnish	Uralic	t u o
uralic_fin_003.wav	Finnish	Uralic	k u o v i
uralic_fin_004.wav	Finnish	Uralic	s u o
uralic_fin_005.wav	Finnish	Uralic	v u o
uralic_fin_006.wav	Finnish	Uralic	h u o m e n
uralic_fin_007.wav	Finnish	Uralic	m u o n a
uralic_fin_008.wav	Finnish	Uralic	n u o
uralic_fin_009.wav	Finnish	Uralic	l u o
uralic_fin_010.wav	Finnish	Uralic	r u o k o
uralic_fin_011.wav	Finnish	Uralic	j u o
uralic_fin_012.wav	Finnish	Uralic	k a d o n
uralic_fin_013.wav	Finnish	Uralic	k a t o n
uralic_fin_014.wav	Finnish	Uralic	k o ŋ i n
uralic_fin_015.wav	Finnish	Uralic	k o n i n
uralic_fin_016.wav	Finnish	Uralic	i l o
uralic_fin_017.wav	Finnish	Uralic	e l o
uralic_fin_018.wav	Finnish	Uralic	ø l j y
uralic_fin_019.wav	Finnish	Uralic	y l i
uralic_fin_020.wav	Finnish	Uralic	a l a
uralic_fin_021.wav	Finnish	Uralic	o l o
uralic_fin_022.wav	Finnish	Uralic	u l o s
uralic_fin_023.wav	Finnish	Uralic	k e i d e n
uralic_fin_024.wav	Finnish	Uralic	t i t
uralic_fin_025.wav	Finnish	Uralic	k u i d e n
uralic_fin_026.wav	Finnish	Uralic	k a i r a n
uralic_fin_027.wav	Finnish	Uralic	k o i r a n
uralic_fin_028.wav	Finnish	Uralic	t ø i t
uralic_fin_029.wav	Finnish	Uralic	k a u r a n
uralic_fin_030.wav	Finnish	Uralic	k o u r i n
uralic_fin_031.wav	Finnish	Uralic	k e u l a
uralic_fin_032.wav	Finnish	Uralic	k i u r u
uralic_fin_033.wav	Finnish	Uralic	k y d e n
uralic_fin_034.wav	Finnish	Uralic	k ø y d e n
uralic_fin_035.wav	Finnish	Uralic	t y ø t
uralic_fin_036.wav	Finnish	Uralic	k u o r i n
uralic_fin_037.wav	Finnish	Uralic	l u p a
uralic_fin_038.wav	Finnish	Uralic	a i t a
uralic_fin_039.wav	Finnish	Uralic	a i tː a
uralic_fin_040.wav	Finnish	Uralic	l a k i
nakhdaghestanian_agx_001.wav	Aghul	Nakh-Daghestanian	ʕ a n
nakhdaghestanian_agx_002.wav	Aghul	Nakh-Daghestanian	ʕ a m kʼʲ
nakhdaghestanian_agx_003.wav	Aghul	Nakh-Daghestanian	ʕ a r
nakhdaghestanian_agx_004.wav	Aghul	Nakh-Daghestanian	qʷ a ʕ a n a j
nakhdaghestanian_agx_005.wav	Aghul	Nakh-Daghestanian	r a ʕ
nakhdaghestanian_agx_006.wav	Aghul	Nakh-Daghestanian	ʕ a l
nakhdaghestanian_agx_007.wav	Aghul	Nakh-Daghestanian	a t͡ʃ a ʕ a s
nakhdaghestanian_agx_008.wav	Aghul	Nakh-Daghestanian	ʕ a t a ʕ a s
nakhdaghestanian_agx_009.wav	Aghul	Nakh-Daghestanian	χ a l m a ʕ a
nakhdaghestanian_agx_010.wav	Aghul	Nakh-Daghestanian	ʕ a j
nakhdaghestanian_agx_011.wav	Aghul	Nakh-Daghestanian	ʕ a r t ʃ a b a n
nakhdaghestanian_agx_012.wav	Aghul	Nakh-Daghestanian	ʕ a d u l f
nakhdaghestanian_agx_013.wav	Aghul	Nakh-Daghestanian	ʕ a r x a s
nakhdaghestanian_agx_014.wav	Aghul	Nakh-Daghestanian	m u ʕ
nakhdaghestanian_agx_015.wav	Aghul	Nakh-Daghestanian	y r æ f
nakhdaghestanian_agx_016.wav	Aghul	Nakh-Daghestanian	ħ a r u d
nakhdaghestanian_agx_017.wav	Aghul	Nakh-Daghestanian	ħ a w
nakhdaghestanian_agx_018.wav	Aghul	Nakh-Daghestanian	ħ a
nakhdaghestanian_agx_019.wav	Aghul	Nakh-Daghestanian	ħ a t͡ʃ
nakhdaghestanian_agx_020.wav	Aghul	Nakh-Daghestanian	ħ a n
nakhdaghestanian_agx_021.wav	Aghul	Nakh-Daghestanian	r a ħ
nakhdaghestanian_agx_022.wav	Aghul	Nakh-Daghestanian	ħ a r
nakhdaghestanian_agx_023.wav	Aghul	Nakh-Daghestanian	ħ a r
nakhdaghestanian_agx_024.wav	Aghul	Nakh-Daghestanian	ħ a w
nakhdaghestanian_agx_025.wav	Aghul	Nakh-Daghestanian	ħ a d
nakhdaghestanian_agx_026.wav	Aghul	Nakh-Daghestanian	ħ a d a r
nakhdaghestanian_agx_027.wav	Aghul	Nakh-Daghestanian	j a r ħ a s
nakhdaghestanian_agx_028.wav	Aghul	Nakh-Daghestanian	ħ a r x a s
nakhdaghestanian_agx_029.wav	Aghul	Nakh-Daghestanian	r u ħ a s
nakhdaghestanian_agx_030.wav	Aghul	Nakh-Daghestanian	u ħ a s
nakhdaghestanian_agx_031.wav	Aghul	Nakh-Daghestanian	m u ħ
nakhdaghestanian_agx_032.wav	Aghul	Nakh-Daghestanian	æ j w a n
nakhdaghestanian_agx_033.wav	Aghul	Nakh-Daghestanian	æ r t͡ʃ a j
nakhdaghestanian_agx_034.wav	Aghul	Nakh-Daghestanian	æ t͡ʃʰ
nakhdaghestanian_agx_035.wav	Aghul	Nakh-Daghestanian	æ j a ɡ
nakhdaghestanian_agx_036.wav	Aghul	Nakh-Daghestanian	m æ
nakhdaghestanian_agx_037.wav	Aghul	Nakh-Daghestanian	t͡ʃʷ æ æ r
nakhdaghestanian_agx_038.wav	Aghul	Nakh-Daghestanian	t͡s æ
nakhdaghestanian_agx_039.wav	Aghul	Nakh-Daghestanian	y l
nakhdaghestanian_agx_040.wav	Aghul	Nakh-Daghestanian	a ʃʷ
nakhdaghestanian_cji_001.wav	Chamalal	Nakh-Daghestanian	b e qʼ u t͡ɬ
nakhdaghestanian_cji_002.wav	Chamalal	Nakh-Daghestanian	h a l
nakhdaghestanian_cji_003.wav	Chamalal	Nakh-Daghestanian	t͡ʃʰ a t͡ʃʰ i
nakhdaghestanian_cji_004.wav	Chamalal	Nakh-Daghestanian	d͡ʒ a j t͡ɬ
nakhdaghestanian_cji_005.wav	Chamalal	Nakh-Daghestanian	χ i n tʰ a
nakhdaghestanian_cji_006.wav	Chamalal	Nakh-Daghestanian	sʼ ũ j̃
nakhdaghestanian_cji_007.wav	Chamalal	Nakh-Daghestanian	e s i b
nakhdaghestanian_cji_008.wav	Chamalal	Nakh-Daghestanian	d͡ʒ a j t͡ɬ
nakhdaghestanian_cji_009.wav	Chamalal	Nakh-Daghestanian	j a kʷʼ a
nakhdaghestanian_cji_010.wav	Chamalal	Nakh-Daghestanian	j e l a t͡ɬ
nakhdaghestanian_cji_011.wav	Chamalal	Nakh-Daghestanian	ũ χ s i l
nakhdaghestanian_cji_012.wav	Chamalal	Nakh-Daghestanian	kʼ ũː
nakhdaghestanian_cji_013.wav	Chamalal	Nakh-Daghestanian	t͡sʰ o χ a
nakhdaghestanian_cji_014.wav	Chamalal	Nakh-Daghestanian	χ u s i
nakhdaghestanian_cji_015.wav	Chamalal	Nakh-Daghestanian	t͡ʃʼ i qʼ
nakhdaghestanian_cji_016.wav	Chamalal	Nakh-Daghestanian	s i m
nakhdaghestanian_cji_017.wav	Chamalal	Nakh-Daghestanian	sʼ i qʷʼ a
nakhdaghestanian_cji_018.wav	Chamalal	Nakh-Daghestanian	n a s u l
nakhdaghestanian_cji_019.wav	Chamalal	Nakh-Daghestanian	t͡ʃʼ a χ m a
nakhdaghestanian_cji_020.wav	Chamalal	Nakh-Daghestanian	ʁ a zʷ
nakhdaghestanian_cji_021.wav	Chamalal	Nakh-Daghestanian	j e l a
nakhdaghestanian_cji_022.wav	Chamalal	Nakh-Daghestanian	qʰ a n tʰ a
nakhdaghestanian_cji_023.wav	Chamalal	Nakh-Daghestanian	sʼ i kʷʰ a n
nakhdaghestanian_cji_024.wav	Chamalal	Nakh-Daghestanian	h ũ t͡ʃʼ a
nakhdaghestanian_cji_025.wav	Chamalal	Nakh-Daghestanian	ɬ e t͡sʼ i l
nakhdaghestanian_cji_026.wav	Chamalal	Nakh-Daghestanian	ɬ u m
nakhdaghestanian_cji_027.wav	Chamalal	Nakh-Daghestanian	qʷʼ a j t͡ɬʼ
nakhdaghestanian_cji_028.wav	Chamalal	Nakh-Daghestanian	j e ʁ i l
nakhdaghestanian_cji_029.wav	Chamalal	Nakh-Daghestanian	b e t͡sʷʰ
nakhdaghestanian_cji_030.wav	Chamalal	Nakh-Daghestanian	n i kʷʰ a l
nakhdaghestanian_cji_031.wav	Chamalal	Nakh-Daghestanian	qʰ a l
nakhdaghestanian_cji_032.wav	Chamalal	Nakh-Daghestanian	d a n ʁʷ a
nakhdaghestanian_cji_033.wav	Chamalal	Nakh-Daghestanian	pʰ u l
nakhdaghestanian_cji_034.wav	Chamalal	Nakh-Daghestanian	ʁʷ a r
nakhdaghestanian_cji_035.wav	Chamalal	Nakh-Daghestanian	b u l a t͡ɬ
nakhdaghestanian_cji_036.wav	Chamalal	Nakh-Daghestanian	kʼ o r
nakhdaghestanian_cji_037.wav	Chamalal	Nakh-Daghestanian	b a t͡ɬʼ
nakhdaghestanian_cji_038.wav	Chamalal	Nakh-Daghestanian	m i z a tʷʼ
nakhdaghestanian_cji_039.wav	Chamalal	Nakh-Daghestanian	m i j a qʷ
nakhdaghestanian_cji_040.wav	Chamalal	Nakh-Daghestanian	h a n a
austroasiatic_khm_001.wav	Khmer (Cambodian)	Austroasiatic	k ɔː
austroasiatic_khm_002.wav	Khmer (Cambodian)	Austroasiatic	kʰ ɔː
austroasiatic_khm_003.wav	Khmer (Cambodian)	Austroasiatic	k oː
austroasiatic_khm_004.wav	Khmer (Cambodian)	Austroasiatic	kʰ ũ m
austroasiatic_khm_005.wav	Khmer (Cambodian)	Austroasiatic	ŋ õ wː
austroasiatic_khm_006.wav	Khmer (Cambodian)	Austroasiatic	t͡ʃ ɔː
austroasiatic_khm_007.wav	Khmer (Cambodian)	Austroasiatic	t͡ʃʰ ɔː
austroasiatic_khm_008.wav	Khmer (Cambodian)	Austroasiatic	t͡ʃ u ə k
austroasiatic_khm_009.wav	Khmer (Cambodian)	Austroasiatic	t͡ʃ ʊ p
austroasiatic_khm_010.wav	Khmer (Cambodian)	Austroasiatic	ɲ ɔ̃ː j
austroasiatic_khm_011.wav	Khmer (Cambodian)	Austroasiatic	ɲ ʊ p
austroasiatic_khm_012.wav	Khmer (Cambodian)	Austroasiatic	ɗ ɔː
austroasiatic_khm_013.wav	Khmer (Cambodian)	Austroasiatic	d iː t
austroasiatic_khm_014.wav	Khmer (Cambodian)	Austroasiatic	n ã ɪ
austroasiatic_khm_015.wav	Khmer (Cambodian)	Austroasiatic	t ɔː
austroasiatic_khm_016.wav	Khmer (Cambodian)	Austroasiatic	tʰ ɔ̃ ŋ
austroasiatic_khm_017.wav	Khmer (Cambodian)	Austroasiatic	t oː
austroasiatic_khm_018.wav	Khmer (Cambodian)	Austroasiatic	tʰ ʊ ɲ
austroasiatic_khm_019.wav	Khmer (Cambodian)	Austroasiatic	ɲ ɔ̃ p
austroasiatic_khm_020.wav	Khmer (Cambodian)	Austroasiatic	p ɔ̃ː ŋ
austroasiatic_khm_021.wav	Khmer (Cambodian)	Austroasiatic	pʰ ɔ̃ː ŋ
austroasiatic_khm_022.wav	Khmer (Cambodian)	Austroasiatic	p õː ŋ
austroasiatic_khm_023.wav	Khmer (Cambodian)	Austroasiatic	pʰ u ə k
austroasiatic_khm_024.wav	Khmer (Cambodian)	Austroasiatic	m ɔ̃ː k
austroasiatic_khm_025.wav	Khmer (Cambodian)	Austroasiatic	m ã k
austroasiatic_khm_026.wav	Khmer (Cambodian)	Austroasiatic	j oː k
austroasiatic_khm_027.wav	Khmer (Cambodian)	Austroasiatic	j ɔː
austroasiatic_khm_028.wav	Khmer (Cambodian)	Austroasiatic	r eː v
austroasiatic_khm_029.wav	Khmer (Cambodian)	Austroasiatic	r oː k
austroasiatic_khm_030.wav	Khmer (Cambodian)	Austroasiatic	r ɯː
austroasiatic_khm_031.wav	Khmer (Cambodian)	Austroasiatic	s ɔː
austroasiatic_khm_032.wav	Khmer (Cambodian)	Austroasiatic	l ɯː
austroasiatic_khm_033.wav	Khmer (Cambodian)	Austroasiatic	v ɔː k
austroasiatic_khm_034.wav	Khmer (Cambodian)	Austroasiatic	v iː ə
austroasiatic_khm_035.wav	Khmer (Cambodian)	Austroasiatic	s ɔː k
austroasiatic_khm_036.wav	Khmer (Cambodian)	Austroasiatic	s oː k
austroasiatic_khm_037.wav	Khmer (Cambodian)	Austroasiatic	h iː ə
austroasiatic_khm_038.wav	Khmer (Cambodian)	Austroasiatic	h iː ə̃ n
austroasiatic_khm_039.wav	Khmer (Cambodian)	Austroasiatic	l ɔː
austroasiatic_khm_040.wav	Khmer (Cambodian)	Austroasiatic	ʔ ɔ̃ ŋ
austroasiatic_brv_001.wav	Bruu	Austroasiatic	k a i ʔ
austroasiatic_brv_002.wav	Bruu	Austroasiatic	m p a i
austroasiatic_brv_003.wav	Bruu	Austroasiatic	n t s a iː
austroasiatic_brv_004.wav	Bruu	Austroasiatic	k ʌ̤ h
austroasiatic_brv_005.wav	Bruu	Austroasiatic	k ɔ h
austroasiatic_brv_006.wav	Bruu	Austroasiatic	k o h
austroasiatic_brv_007.wav	Bruu	Austroasiatic	k ɑ h
austroasiatic_brv_008.wav	Bruu	Austroasiatic	p a t n
austroasiatic_brv_009.wav	Bruu	Austroasiatic	k r aː k ŋ
austroasiatic_brv_010.wav	Bruu	Austroasiatic	t ɕ a t
austroasiatic_brv_011.wav	Bruu	Austroasiatic	t ɕ a p m
austroasiatic_brv_012.wav	Bruu	Austroasiatic	k iː t
austroasiatic_brv_013.wav	Bruu	Austroasiatic	k a̤ i ʔ
austroasiatic_brv_014.wav	Bruu	Austroasiatic	m p a̤ i
austroasiatic_brv_015.wav	Bruu	Austroasiatic	n t s a̤ i ʔ
austroasiatic_brv_016.wav	Bruu	Austroasiatic	k a̤ h
austroasiatic_brv_017.wav	Bruu	Austroasiatic	k r ɔ̤ h
austroasiatic_brv_018.wav	Bruu	Austroasiatic	k r o̤ː h
austroasiatic_brv_019.wav	Bruu	Austroasiatic	p a̤ t n
austroasiatic_brv_020.wav	Bruu	Austroasiatic	k r a̤ k ŋ
austroasiatic_brv_021.wav	Bruu	Austroasiatic	t ɕ a p m
austroasiatic_brv_022.wav	Bruu	Austroasiatic	k i̤ː t
austroasiatic_brv_023.wav	Bruu	Austroasiatic	t a h
austroasiatic_brv_024.wav	Bruu	Austroasiatic	t ɛ h
austroasiatic_brv_025.wav	Bruu	Austroasiatic	t eː ʔ
austroasiatic_brv_026.wav	Bruu	Austroasiatic	t u ʔ
austroasiatic_brv_027.wav	Bruu	Austroasiatic	t o ʔ
austroasiatic_brv_028.wav	Bruu	Austroasiatic	t a i
austroasiatic_brv_029.wav	Bruu	Austroasiatic	t iː a
austroasiatic_brv_030.wav	Bruu	Austroasiatic	t oː t n
austroasiatic_brv_031.wav	Bruu	Austroasiatic	t uː t n
austroasiatic_brv_032.wav	Bruu	Austroasiatic	t uː a k ŋ
austroasiatic_brv_033.wav	Bruu	Austroasiatic	t uː a ʔ
austroasiatic_brv_034.wav	Bruu	Austroasiatic	t iː h
austroasiatic_brv_035.wav	Bruu	Austroasiatic	p ɤː p m
austroasiatic_brv_036.wav	Bruu	Austroasiatic	t a̤ h
austroasiatic_brv_037.wav	Bruu	Austroasiatic	t ṳ h
austroasiatic_brv_038.wav	Bruu	Austroasiatic	t o̤ h
austroasiatic_brv_039.wav	Bruu	Austroasiatic	t a̤ i
austroasiatic_brv_040.wav	Bruu	Austroasiatic	t i̤ː a
abkhazadyge_ady_001.wav	Adyghe	Abkhaz-Adyge	b a d z a
abkhazadyge_ady_002.wav	Adyghe	Abkhaz-Adyge	i ə d z a n
abkhazadyge_ady_003.wav	Adyghe	Abkhaz-Adyge	b a d z a r
abkhazadyge_ady_004.wav	Adyghe	Abkhaz-Adyge	b ə d z ə
abkhazadyge_ady_005.wav	Adyghe	Abkhaz-Adyge	t s ə
abkhazadyge_ady_006.wav	Adyghe	Abkhaz-Adyge	t s ə z a
abkhazadyge_ady_007.wav	Adyghe	Abkhaz-Adyge	t s a
abkhazadyge_ady_008.wav	Adyghe	Abkhaz-Adyge	u ə t s ə
abkhazadyge_ady_009.wav	Adyghe	Abkhaz-Adyge	t sʼ
abkhazadyge_ady_010.wav	Adyghe	Abkhaz-Adyge	t sʼ a
abkhazadyge_ady_011.wav	Adyghe	Abkhaz-Adyge	t sʼ ə f ə
abkhazadyge_ady_012.wav	Adyghe	Abkhaz-Adyge	t sʼ ə kʷʼ
abkhazadyge_ady_013.wav	Adyghe	Abkhaz-Adyge	t ɕ a t sʼ ə
abkhazadyge_ady_014.wav	Adyghe	Abkhaz-Adyge	m a t sʼ a
abkhazadyge_ady_015.wav	Adyghe	Abkhaz-Adyge	p t sʼ ə
abkhazadyge_ady_016.wav	Adyghe	Abkhaz-Adyge	p t sʼ a ʃ χ u a
abkhazadyge_ady_017.wav	Adyghe	Abkhaz-Adyge	ħ a m t sʼ ə j
abkhazadyge_ady_018.wav	Adyghe	Abkhaz-Adyge	p t sʼ a ʁ u a p ɬ
abkhazadyge_ady_019.wav	Adyghe	Abkhaz-Adyge	t s a
abkhazadyge_ady_020.wav	Adyghe	Abkhaz-Adyge	t s ə ʁ u a
abkhazadyge_ady_021.wav	Adyghe	Abkhaz-Adyge	t s ə ħ a
abkhazadyge_ady_022.wav	Adyghe	Abkhaz-Adyge	p t s ə
abkhazadyge_ady_023.wav	Adyghe	Abkhaz-Adyge	t s ə
abkhazadyge_ady_024.wav	Adyghe	Abkhaz-Adyge	t s a
abkhazadyge_ady_025.wav	Adyghe	Abkhaz-Adyge	t s ə z a
abkhazadyge_ady_026.wav	Adyghe	Abkhaz-Adyge	t s ə ʁ u a
abkhazadyge_ady_027.wav	Adyghe	Abkhaz-Adyge	i a d ʑ a n
abkhazadyge_ady_028.wav	Adyghe	Abkhaz-Adyge	b z a d ʑ a
abkhazadyge_ady_029.wav	Adyghe	Abkhaz-Adyge	t ɕ a t sʼ ə
abkhazadyge_ady_030.wav	Adyghe	Abkhaz-Adyge	t ɕ ə
abkhazadyge_ady_031.wav	Adyghe	Abkhaz-Adyge	t u ə t ɕ a n
abkhazadyge_ady_032.wav	Adyghe	Abkhaz-Adyge	t ɕ a f ə
abkhazadyge_ady_033.wav	Adyghe	Abkhaz-Adyge	t ɕ ə ɮ
abkhazadyge_ady_034.wav	Adyghe	Abkhaz-Adyge	t ɕ ə n
abkhazadyge_ady_035.wav	Adyghe	Abkhaz-Adyge	t ɕʼ
abkhazadyge_ady_036.wav	Adyghe	Abkhaz-Adyge	t ɕʼ a ɮ a
abkhazadyge_ady_037.wav	Adyghe	Abkhaz-Adyge	m a t ɕʼ a
abkhazadyge_ady_038.wav	Adyghe	Abkhaz-Adyge	u ə n a t ɕʼ a
abkhazadyge_ady_039.wav	Adyghe	Abkhaz-Adyge	pʰ a t ɕʼ a
abkhazadyge_ady_040.wav	Adyghe	Abkhaz-Adyge	ħ a t ɕʼ a
abkhazadyge_abk_001.wav	Abkhaz	Abkhaz-Adyge	a d͡ʒ ʃʲ
abkhazadyge_abk_002.wav	Abkhaz	Abkhaz-Adyge	a d͡ʒ m ɜ
abkhazadyge_abk_003.wav	Abkhaz	Abkhaz-Adyge	a d͡ʒ ɘ m ʃ ɘ
abkhazadyge_abk_004.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃʰ ɜ r ä
abkhazadyge_abk_005.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃ ə̆ pʰ ɜ̆ r ʌ̈
abkhazadyge_abk_006.wav	Abkhaz	Abkhaz-Adyge	a t t͡ʃ ʃʰ ɜ r ɜ
abkhazadyge_abk_007.wav	Abkhaz	Abkhaz-Adyge	a kʼ a ʒʲ ə r ɜ
abkhazadyge_abk_008.wav	Abkhaz	Abkhaz-Adyge	ă b ʒʲ ɨ
abkhazadyge_abk_009.wav	Abkhaz	Abkhaz-Adyge	a ʃ æ̈
abkhazadyge_abk_010.wav	Abkhaz	Abkhaz-Adyge	a j ə ʃʲ ɛ̈
abkhazadyge_abk_011.wav	Abkhaz	Abkhaz-Adyge	a ʃ æ̈
abkhazadyge_abk_012.wav	Abkhaz	Abkhaz-Adyge	a ʃ ɘ p ɘ
abkhazadyge_abk_013.wav	Abkhaz	Abkhaz-Adyge	a d͡ʒ ɘ r
abkhazadyge_abk_014.wav	Abkhaz	Abkhaz-Adyge	a d͡ʒ ɘ ʃ
abkhazadyge_abk_015.wav	Abkhaz	Abkhaz-Adyge	a d͡ʒ
abkhazadyge_abk_016.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃ ə d æ̈
abkhazadyge_abk_017.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃʰ n ɘ
abkhazadyge_abk_018.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃʰ ɘ ɥ r ɜ
abkhazadyge_abk_019.wav	Abkhaz	Abkhaz-Adyge	d ɜ t͡ʃ ä
abkhazadyge_abk_020.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃʰ b ɘ ɡ ə
abkhazadyge_abk_021.wav	Abkhaz	Abkhaz-Adyge	a p t͡ʃ r a
abkhazadyge_abk_022.wav	Abkhaz	Abkhaz-Adyge	a t͡ʃʼ ɘ
